time_of_post,latitude, longitude,category,number_of_tradies,estimated_size,number_of_impressions,accepted
2019-09-13 13:56:06,-33.9263,151.1877,4,2257,medium,228,0
2019-09-12 05:42:06,-37.5311,145.1275,7,3677,medium,1575,0
2019-09-16 22:14:06,-33.8643,151.1255,4,2257,medium,1922,1
2019-09-10 15:44:06,-33.8966,151.1293,5,355,small,1388,0
2019-09-11 11:36:06,-33.7667,151.2211,6,2476,medium,759,0
2019-09-14 01:48:06,-33.8400,151.3726,8,1627,medium,1329,0
2019-09-15 09:48:06,-37.8971,144.8660,4,5479,medium,981,1
2019-09-12 17:01:06,-17.9101,122.2696,4,7386,small,879,0
2019-09-11 07:40:06,-33.8667,151.2131,6,2476,medium,1700,0
2019-09-11 10:27:06,-37.7107,145.2516,9,1432,small,774,0
2019-09-13 11:20:06,-37.7186,144.7920,3,5089,medium,715,0
2019-09-12 08:27:06,-37.8635,144.9842,5,1058,small,878,0
2019-09-13 16:14:06,-33.9615,151.2401,6,2476,medium,246,1
2019-09-13 18:50:06,-33.7551,151.0691,6,2476,medium,826,1
2019-09-16 03:06:06,-37.7875,145.1035,2,634,small,814,0
2019-09-10 01:19:06,-37.9995,144.8883,2,634,small,1357,0
2019-09-12 11:09:06,-37.7803,144.9625,5,1058,small,1583,0
2019-09-16 16:04:06,-33.8203,151.2725,4,2257,small,1165,0
2019-09-10 12:13:06,-33.8702,151.3448,8,1627,small,892,1
2019-09-12 08:56:06,-17.9322,122.2638,3,10000,medium,505,1
2019-09-15 16:18:06,-33.8110,151.1974,2,7331,small,1345,0
2019-09-11 18:50:06,-37.7920,145.1344,6,8260,medium,362,1
2019-09-11 15:39:06,-37.6886,144.8768,5,1058,small,1226,0
2019-09-14 12:56:06,-37.7604,144.9102,3,5089,medium,738,1
2019-09-11 10:13:06,-33.9664,151.2201,7,4242,small,1903,0
2019-09-10 20:35:06,-33.8863,151.0758,3,9732,small,1239,1
2019-09-12 05:47:06,-33.9331,151.2651,8,1627,medium,762,0
2019-09-11 18:08:06,-37.8020,145.0834,3,5089,medium,1326,1
2019-09-14 10:03:06,-34.0321,151.3794,7,4242,small,725,0
2019-09-10 15:34:06,-37.7509,144.7842,4,5479,small,1217,0
2019-09-10 10:41:06,-37.8467,144.8351,6,8260,medium,699,0
2019-09-16 16:01:06,-37.8691,145.0492,6,8260,small,1363,1
2019-09-16 08:20:06,-33.8282,151.1922,5,355,medium,777,0
2019-09-14 13:36:06,-37.8521,144.9522,7,3677,medium,980,0
2019-09-11 11:02:06,-33.9238,151.3617,4,2257,small,1575,0
2019-09-16 19:44:06,-37.8839,144.7845,2,634,medium,882,1
2019-09-12 21:38:06,-33.6948,151.1619,4,2257,medium,932,1
2019-09-15 14:51:06,-37.8486,144.9994,5,1058,small,1449,0
2019-09-13 10:36:06,-33.9059,151.2783,5,355,medium,2112,0
2019-09-16 05:07:06,-34.0501,151.1480,4,2257,medium,1981,0
2019-09-13 08:38:06,-33.7925,151.2053,6,2476,small,510,0
2019-09-10 05:28:06,-37.8580,144.8119,4,5479,small,1349,0
2019-09-14 10:29:06,-33.8693,151.1516,4,2257,small,1542,0
2019-09-15 17:37:06,-37.8858,145.0237,4,5479,medium,1207,0
2019-09-14 16:45:06,-37.8458,144.9576,6,8260,small,1551,0
2019-09-15 19:49:06,-37.8184,144.8976,5,1058,medium,1433,0
2019-09-10 15:59:06,-17.9643,122.2359,7,7267,medium,576,1
2019-09-11 11:29:06,-37.6946,144.8067,4,5479,medium,1006,0
2019-09-10 11:16:06,-37.5547,144.9557,4,5479,medium,1577,0
2019-09-15 12:52:06,-33.8472,151.2683,6,2476,medium,844,1
2019-09-10 18:20:06,-37.8301,144.7909,3,5089,medium,595,0
2019-09-11 06:48:06,-33.9592,151.2268,3,9732,medium,1495,0
2019-09-13 02:51:06,-17.9385,122.1550,2,3001,small,902,0
2019-09-16 02:25:06,-17.9960,122.3124,6,7591,medium,73,0
2019-09-15 11:26:06,-37.8052,144.8822,6,8260,small,959,0
2019-09-14 11:59:06,-33.9291,150.9583,2,7331,small,937,0
2019-09-13 14:03:06,-33.6973,151.2161,3,9732,small,945,0
2019-09-14 13:45:06,-37.8541,145.0296,6,8260,small,1072,0
2019-09-13 08:00:06,-18.1569,122.2754,3,10000,small,753,0
2019-09-15 12:28:06,-33.9270,151.2179,3,9732,small,882,1
2019-09-13 13:18:06,-33.7407,151.2823,5,355,medium,792,1
2019-09-10 10:26:06,-33.8413,151.3210,6,2476,medium,1106,0
2019-09-16 00:39:06,-37.8121,144.9876,8,8376,small,752,0
2019-09-13 11:23:06,-37.7175,145.0922,5,1058,small,1998,0
2019-09-10 10:16:06,-34.0156,151.1377,5,355,medium,458,0
2019-09-15 04:15:06,-33.9290,151.2752,6,2476,small,1104,0
2019-09-15 11:08:06,-33.9853,151.2319,7,4242,small,1164,0
2019-09-14 15:28:06,-37.8458,145.1188,6,8260,small,1749,1
2019-09-10 08:55:06,-37.8918,144.8469,5,1058,medium,,0
2019-09-11 01:47:06,-33.6975,151.1982,9,10000,small,1352,1
2019-09-14 20:58:06,-37.7603,144.8293,8,8376,small,616,1
2019-09-12 05:36:06,-37.6897,144.7725,4,5479,small,774,0
2019-09-11 08:09:06,-33.8526,151.2091,3,9732,small,1130,1
2019-09-10 12:01:06,-37.8370,145.0382,3,5089,small,544,0
2019-09-10 06:56:06,-33.7428,151.1980,8,1627,small,1622,0
2019-09-16 11:30:06,-37.7294,144.8630,8,8376,medium,1683,0
2019-09-14 12:13:06,-37.9018,144.9704,6,8260,small,1147,1
2019-09-11 22:16:06,-37.7752,144.7808,5,1058,small,982,0
2019-09-11 11:32:06,-34.0312,151.1745,2,7331,small,580,0
2019-09-13 14:24:06,-17.9304,122.2475,4,7386,small,833,1
2019-09-13 11:58:06,-33.7974,151.2876,5,355,medium,836,0
2019-09-12 08:40:06,-17.8894,122.1984,5,3590,medium,370,0
2019-09-14 12:17:06,-37.8423,144.8468,5,1058,small,973,0
2019-09-14 08:21:06,-37.8592,144.9005,5,1058,small,694,0
2019-09-14 12:07:06,-37.8252,144.9715,2,634,medium,944,0
2019-09-15 11:48:06,-37.7576,144.8812,6,8260,medium,1398,0
2019-09-13 11:23:06,-33.7486,151.1423,9,10000,small,1500,0
2019-09-13 05:45:06,-33.8796,151.4207,5,355,small,1093,0
2019-09-14 10:12:06,-33.9353,151.1974,5,355,small,1711,0
2019-09-16 05:35:06,-33.9273,151.3563,5,355,medium,971,0
2019-09-10 03:00:06,-34.0164,151.3526,7,4242,small,279,0
2019-09-12 04:58:06,-37.8517,144.9967,5,1058,small,824,0
2019-09-15 22:53:06,-33.9764,151.3264,5,355,medium,831,0
2019-09-10 18:30:06,-37.7690,144.8421,7,3677,small,1000,0
2019-09-15 11:10:06,-37.9778,145.0729,5,1058,small,1103,0
2019-09-11 09:24:06,-17.9677,122.2034,3,10000,medium,706,0
2019-09-11 16:36:06,-37.8675,144.8906,3,5089,medium,1573,1
2019-09-12 12:39:06,-37.7682,145.0188,3,5089,medium,1360,1
2019-09-13 20:57:06,-37.8510,144.8504,7,3677,small,1488,0
2019-09-14 12:04:06,-33.7498,151.3421,3,9732,medium,1344,0
2019-09-12 16:37:06,-33.8827,151.1150,7,4242,small,676,0
2019-09-12 03:48:06,-37.9795,145.1354,3,5089,small,858,0
2019-09-11 15:35:06,-37.7337,145.0004,6,8260,small,1961,0
2019-09-10 11:36:06,-37.8927,144.8190,1,6153,medium,912,0
2019-09-14 15:27:06,-37.7122,145.0609,4,5479,small,1304,0
2019-09-12 19:06:06,-18.1635,122.0325,4,7386,medium,1007,1
2019-09-15 22:52:06,-37.6742,144.8085,3,5089,small,1567,0
2019-09-15 10:49:06,-33.8704,151.3643,3,9732,medium,1136,0
2019-09-14 06:13:06,-37.8514,144.8105,7,3677,small,1589,0
2019-09-10 07:11:06,-37.9449,145.0074,6,8260,medium,1178,0
2019-09-12 01:35:06,-37.8118,145.1318,3,5089,medium,-117,0
2019-09-14 17:21:06,-34.0812,151.1958,6,2476,medium,1247,0
2019-09-13 10:56:06,-33.8874,151.0556,3,9732,medium,898,0
2019-09-13 19:45:06,-37.8974,144.9327,5,1058,medium,443,1
2019-09-16 06:21:06,-37.9274,144.8168,7,3677,medium,965,0
2019-09-10 10:34:06,-33.9599,151.0456,4,2257,medium,,1
2019-09-13 16:51:06,-33.8672,151.0763,7,4242,medium,1457,0
2019-09-16 09:19:06,-37.7119,144.9439,3,5089,small,1394,0
2019-09-14 20:59:06,-37.9115,144.9825,6,8260,small,1817,0
2019-09-10 04:57:06,-33.9029,151.3121,3,9732,small,790,0
2019-09-15 16:13:06,-33.7939,151.3493,4,2257,small,1238,1
2019-09-15 16:34:06,-37.8971,144.9641,3,5089,medium,,0
2019-09-16 11:10:06,-38.0078,145.0542,2,634,small,703,1
2019-09-14 04:44:06,-33.9160,151.1335,5,355,medium,507,0
2019-09-12 11:57:06,-33.8288,151.2071,3,9732,medium,378,0
2019-09-15 05:25:06,-37.7302,144.9657,5,1058,small,289,0
2019-09-12 07:48:06,-34.0141,151.1939,5,355,small,1083,0
2019-09-15 17:37:06,-33.9241,151.2092,7,4242,small,650,1
2019-09-11 11:37:06,-33.8102,151.3617,3,9732,small,1001,1
2019-09-10 08:03:06,-33.9258,151.3129,4,2257,small,1823,0
2019-09-12 10:42:06,-34.0903,151.0936,2,7331,small,1046,0
2019-09-15 11:42:06,-37.9994,144.9975,5,1058,small,1939,0
2019-09-10 21:57:06,-37.8788,144.9760,4,5479,small,1486,1
2019-09-13 15:36:06,-33.9534,151.4911,2,7331,small,1639,1
2019-09-12 08:00:06,-18.0788,122.1496,7,7267,small,934,0
2019-09-16 17:16:06,-37.9783,144.9174,5,1058,small,1170,0
2019-09-10 03:50:06,-37.8865,144.8746,4,5479,medium,419,1
2019-09-15 17:14:06,-33.9018,151.2170,5,355,medium,476,1
2019-09-15 22:35:06,-37.7386,144.8282,4,5479,medium,1188,1
2019-09-14 11:17:06,-37.6650,144.9577,6,8260,medium,506,0
2019-09-12 20:59:06,-37.9822,145.0335,5,1058,small,816,0
2019-09-13 03:55:06,-33.8933,151.2760,7,4242,small,1745,0
2019-09-16 15:12:06,-37.7483,145.1001,4,5479,medium,865,0
2019-09-12 06:51:06,-37.9247,144.8761,4,5479,medium,1351,0
2019-09-12 13:39:06,-37.8069,144.9905,4,5479,medium,543,1
2019-09-14 18:35:06,-37.6804,144.9993,4,5479,small,1155,0
2019-09-11 09:45:06,-33.9208,151.2486,4,2257,medium,556,0
2019-09-14 15:57:06,-33.8396,151.1287,1,1542,small,1269,0
2019-09-12 02:49:06,-34.0817,151.1363,8,1627,medium,413,0
2019-09-16 07:41:06,-37.7743,144.8776,4,5479,medium,446,0
2019-09-10 07:34:06,-33.9532,151.1815,8,1627,small,930,0
2019-09-14 11:29:06,-37.8262,145.1131,2,634,small,846,0
2019-09-11 14:03:06,-37.7668,144.8356,4,5479,small,408,0
2019-09-10 08:39:06,-37.8079,144.8559,5,1058,small,901,0
2019-09-10 08:36:06,-37.6869,145.0747,8,8376,medium,949,0
2019-09-12 08:24:06,-33.8893,151.0568,3,9732,medium,1061,1
2019-09-16 08:49:06,-37.7516,144.9605,7,3677,small,1428,0
2019-09-11 11:10:06,-37.9057,145.0283,4,5479,small,1184,0
2019-09-10 16:07:06,-37.8884,144.9594,4,5479,medium,274,1
2019-09-12 08:20:06,-37.7538,145.0416,7,3677,small,861,0
2019-09-13 12:00:06,-37.7325,145.1936,5,1058,medium,969,0
2019-09-16 09:16:06,-37.8837,144.8753,9,1432,medium,1425,1
2019-09-13 04:07:06,-37.9779,144.9604,6,8260,small,1547,0
2019-09-13 09:13:06,-37.8211,145.2294,6,8260,medium,198,0
2019-09-12 06:31:06,-33.7570,151.2160,5,355,small,226,0
2019-09-10 15:07:06,-33.8785,151.2227,2,7331,small,1398,0
2019-09-14 09:39:06,-37.8608,144.8569,3,5089,small,1868,0
2019-09-13 04:27:06,-37.7818,145.0268,3,5089,medium,1347,0
2019-09-15 05:13:06,-37.7543,144.9606,5,1058,small,350,0
2019-09-11 18:11:06,-34.0933,151.2044,5,355,small,2028,0
2019-09-10 12:44:06,-33.7461,151.3511,8,1627,small,1370,0
2019-09-10 05:10:06,-33.9513,151.1753,5,355,medium,1096,0
2019-09-10 06:25:06,-33.7913,151.2173,2,7331,medium,1636,0
2019-09-11 15:15:06,-37.9401,144.9873,6,8260,medium,1185,1
2019-09-13 03:06:06,-37.7729,145.0752,6,8260,medium,862,1
2019-09-16 10:32:06,-37.8979,145.0446,6,8260,small,831,0
2019-09-16 14:15:06,-34.0193,151.1758,6,2476,medium,1159,0
2019-09-11 01:30:06,-33.8150,151.1263,4,2257,medium,1506,0
2019-09-15 10:09:06,-33.6849,151.1447,5,355,small,2227,0
2019-09-16 02:32:06,-37.8615,145.0009,5,1058,small,943,0
2019-09-11 07:31:06,-37.8303,144.9894,7,3677,medium,1020,0
2019-09-13 14:26:06,-37.9326,144.8873,3,5089,small,304,0
2019-09-16 18:46:06,-37.8581,145.0798,4,5479,small,1960,0
2019-09-12 02:50:06,-34.0248,151.2116,5,355,small,1830,0
2019-09-11 08:42:06,-33.7429,151.1901,6,2476,medium,825,0
2019-09-12 05:33:06,-33.9466,151.0468,5,355,small,1336,0
2019-09-15 08:36:06,-37.8553,145.0949,4,5479,medium,923,0
2019-09-14 07:58:06,-37.8747,145.1202,3,5089,medium,832,0
2019-09-12 08:03:06,-37.8329,144.7996,5,1058,small,246,0
2019-09-13 10:03:06,-33.8194,151.0325,4,2257,small,602,0
2019-09-13 15:22:06,-37.7998,145.0822,7,3677,small,700,0
2019-09-15 00:15:06,-33.7511,151.3267,6,2476,small,1052,0
2019-09-16 16:02:06,-33.9347,151.2252,2,7331,small,1100,1
2019-09-10 16:06:06,-33.9359,151.2418,2,7331,small,793,0
2019-09-10 13:49:06,-33.8885,151.0646,3,9732,medium,1426,1
2019-09-15 13:02:06,-33.9193,151.1617,6,2476,medium,1255,1
2019-09-12 17:16:06,-33.9833,151.3140,7,4242,small,1115,0
2019-09-12 11:27:06,-33.7314,151.2709,6,2476,medium,1266,0
2019-09-11 21:59:06,-33.8220,151.1785,5,355,medium,915,0
2019-09-10 11:12:06,-33.8559,151.3590,2,7331,medium,1633,0
2019-09-16 08:10:06,-17.8658,122.1715,4,7386,medium,881,0
2019-09-10 15:08:06,-33.9472,151.2484,7,4242,small,832,0
2019-09-14 06:04:06,-33.9372,151.0235,6,2476,small,1299,0
2019-09-10 12:32:06,-34.1170,151.0584,6,2476,small,923,0
2019-09-10 12:22:06,-33.8250,151.2878,4,2257,medium,1155,1
2019-09-14 09:35:06,-33.9270,151.3615,3,9732,medium,664,0
2019-09-14 13:37:06,-37.7591,144.8446,5,1058,small,975,1
2019-09-11 13:37:06,-33.7910,151.3106,3,9732,small,1154,0
2019-09-14 06:23:06,-17.8715,122.2636,3,10000,medium,952,1
2019-09-13 11:41:06,-37.8078,145.0676,2,634,small,1240,0
2019-09-16 07:51:06,-37.7267,144.9229,2,634,medium,817,0
2019-09-13 18:18:06,-37.9262,144.9452,9,1432,small,1678,0
2019-09-14 08:54:06,-37.8371,145.0487,3,5089,medium,1079,0
2019-09-16 21:43:06,-33.7015,151.0759,4,2257,medium,1422,0
2019-09-12 19:44:06,-37.7621,144.8696,5,1058,small,709,0
2019-09-15 20:21:06,-37.7931,145.0330,7,3677,small,1439,0
2019-09-12 07:20:06,-37.8714,144.9875,5,1058,medium,813,0
2019-09-11 22:00:06,-18.1532,122.2494,8,1382,medium,1632,1
2019-09-12 13:45:06,-33.6654,151.1061,7,4242,medium,1765,0
2019-09-12 16:08:06,-34.0195,151.1886,4,2257,medium,1295,1
2019-09-15 07:35:06,-33.8857,151.1820,6,2476,medium,1342,0
2019-09-14 04:38:06,-37.9811,144.8257,4,5479,small,1463,0
2019-09-10 17:53:06,-33.8339,151.2857,4,2257,small,687,0
2019-09-14 17:33:06,-33.7532,151.2832,5,355,medium,656,0
2019-09-13 07:45:06,-18.1239,122.2791,5,3590,medium,819,0
2019-09-15 09:06:06,-33.9439,150.9921,4,2257,medium,769,0
2019-09-13 07:07:06,-33.8432,151.1294,4,2257,small,1339,0
2019-09-10 14:39:06,-17.9436,122.3174,7,7267,medium,1004,1
2019-09-14 12:36:06,-33.8270,151.2998,3,9732,medium,919,1
2019-09-12 13:08:06,-33.8009,151.1153,5,355,medium,1269,0
2019-09-16 11:51:06,-37.8982,144.8265,7,3677,small,1569,0
2019-09-10 15:12:06,-37.6610,144.9641,4,5479,medium,1981,1
2019-09-12 11:00:06,-17.8005,122.2414,5,3590,small,460,0
2019-09-13 11:48:06,-33.8447,151.1562,6,2476,small,1659,0
2019-09-14 16:10:06,-33.8614,151.2856,3,9732,small,1451,1
2019-09-12 00:46:06,-33.9026,151.3476,4,2257,medium,805,0
2019-09-15 14:09:06,-37.7555,145.0384,3,5089,small,600,0
2019-09-13 12:55:06,-37.7856,144.9057,7,3677,small,2029,0
2019-09-11 05:50:06,-33.8815,151.2963,7,4242,medium,1238,0
2019-09-16 09:04:06,-38.0574,144.9473,6,8260,small,1729,0
2019-09-14 12:13:06,-37.7247,144.9226,4,5479,small,1506,0
2019-09-12 07:05:06,-37.6305,145.2254,6,8260,medium,1477,0
2019-09-10 16:38:06,-33.8667,151.3336,4,2257,small,732,0
2019-09-12 15:55:06,-37.8805,144.9674,3,5089,medium,926,1
2019-09-16 15:20:06,-17.7917,122.3379,6,7591,medium,,1
2019-09-12 07:43:06,-37.7193,144.9788,4,5479,small,551,0
2019-09-16 21:55:06,-37.7794,144.9393,4,5479,small,543,1
2019-09-13 13:13:06,-37.8868,144.8171,2,634,small,907,0
2019-09-12 09:10:06,-33.9037,151.2348,7,4242,medium,530,0
2019-09-10 19:07:06,-33.8329,151.1993,2,7331,small,780,1
2019-09-12 06:55:06,-34.0084,151.2188,4,2257,medium,1403,0
2019-09-15 05:49:06,-37.7901,145.0548,4,5479,small,622,0
2019-09-16 07:12:06,-17.8213,122.2420,6,7591,medium,1214,1
2019-09-14 12:14:06,-37.6983,144.9526,3,5089,medium,968,0
2019-09-11 16:32:06,-33.8548,151.3121,8,1627,small,755,0
2019-09-16 15:56:06,-33.8620,151.2237,4,2257,medium,1290,1
2019-09-15 08:46:06,-37.8368,144.7395,2,634,small,351,0
2019-09-16 14:19:06,-33.9705,151.1980,7,4242,medium,999,0
2019-09-14 09:59:06,-37.7315,144.9904,4,5479,medium,1034,0
2019-09-15 13:14:06,-37.7168,145.0834,4,5479,small,1313,0
2019-09-15 12:36:06,-34.0078,151.1900,3,9732,medium,1467,0
2019-09-14 07:13:06,-33.7508,151.1222,6,2476,small,2068,0
2019-09-11 12:11:06,-37.6025,144.8385,4,5479,medium,835,1
2019-09-14 03:39:06,-33.8787,151.1303,3,9732,small,1098,0
2019-09-12 19:29:06,-33.7596,151.4647,4,2257,small,513,0
2019-09-10 05:56:06,-33.8677,151.1719,7,4242,small,,0
2019-09-13 13:35:06,-33.8533,151.1939,5,355,small,340,0
2019-09-14 15:04:06,-33.7995,151.2260,3,9732,medium,167,1
2019-09-15 11:25:06,-33.9016,151.1329,4,2257,medium,723,0
2019-09-14 09:25:06,-33.6667,151.1264,8,1627,medium,1587,0
2019-09-14 13:04:06,-37.8026,144.9356,5,1058,small,657,0
2019-09-13 11:41:06,-37.7643,144.9708,3,5089,small,736,0
2019-09-11 07:08:06,-33.8096,151.3352,5,355,small,1816,0
2019-09-15 17:56:06,-37.7829,145.0128,4,5479,medium,949,1
2019-09-10 18:38:06,-37.8350,144.8369,2,634,small,991,0
2019-09-12 06:55:06,-33.9783,151.0403,5,355,medium,1432,0
2019-09-10 12:20:06,-37.7409,144.9709,5,1058,small,1346,0
2019-09-11 11:22:06,-34.0441,151.3167,8,1627,medium,1227,0
2019-09-10 05:54:06,-17.9978,122.2615,6,7591,small,95,0
2019-09-14 14:07:06,-33.8852,151.3247,9,10000,small,1090,0
2019-09-16 08:20:06,-33.9030,151.2156,1,1542,small,649,0
2019-09-10 01:26:06,-37.7271,144.9046,3,5089,small,1176,0
2019-09-13 16:12:06,-33.8387,151.2776,5,355,medium,699,0
2019-09-12 11:25:06,-37.8275,144.9185,5,1058,small,297,0
2019-09-10 12:53:06,-33.8766,151.1644,2,7331,medium,845,1
2019-09-12 08:12:06,-37.9042,144.9972,5,1058,small,645,0
2019-09-16 16:09:06,-37.9530,144.8417,5,1058,small,929,0
2019-09-11 15:46:06,-37.6381,144.9166,6,8260,small,1545,1
2019-09-16 10:09:06,-37.8206,145.0220,4,5479,medium,833,0
2019-09-12 21:30:06,-33.9489,151.3864,7,4242,small,1194,0
2019-09-14 07:45:06,-37.8945,144.7742,5,1058,small,1125,0
2019-09-12 14:34:06,-33.9410,151.3458,2,7331,small,536,1
2019-09-15 09:27:06,-37.7550,145.0508,6,8260,medium,1286,1
2019-09-10 20:32:06,-33.9352,151.3026,5,355,small,65,0
2019-09-16 19:16:06,-33.8798,151.2474,6,2476,medium,908,1
2019-09-16 17:55:06,-37.8333,144.9130,4,5479,small,1605,0
2019-09-16 04:51:06,-33.7392,151.2524,4,2257,medium,1600,0
2019-09-12 13:06:06,-33.7934,151.1850,5,355,medium,1054,1
2019-09-13 06:46:06,-33.6734,151.1764,4,2257,small,1298,0
2019-09-15 08:46:06,-33.7370,151.3574,7,4242,small,1320,0
2019-09-11 16:20:06,-37.9432,144.9618,2,634,small,719,0
2019-09-16 08:48:06,-37.7120,145.1859,4,5479,small,969,0
2019-09-16 09:31:06,-37.7932,144.9871,5,1058,medium,1146,0
2019-09-10 20:45:06,-33.8039,151.3364,6,2476,medium,587,0
2019-09-16 10:09:06,-18.0678,122.2912,5,3590,small,795,0
2019-09-15 09:44:06,-37.7009,144.8678,4,5479,small,447,1
2019-09-11 14:02:06,-37.7677,144.8809,3,5089,small,1562,0
2019-09-13 12:39:06,-17.6492,122.2220,4,7386,small,695,1
2019-09-15 18:12:06,-33.9272,151.2235,2,7331,small,1935,0
2019-09-13 18:27:06,-33.8500,151.3510,5,355,medium,909,0
2019-09-14 12:58:06,-34.0053,151.2860,3,9732,medium,1419,1
2019-09-14 21:51:06,-17.8710,122.4454,4,7386,medium,1052,0
2019-09-14 17:36:06,-33.8179,151.1923,9,10000,small,983,1
2019-09-16 03:00:06,-37.8562,145.0063,1,6153,small,1590,0
2019-09-16 20:46:06,-33.7471,151.1420,6,2476,medium,779,0
2019-09-13 15:38:06,-33.7475,151.1787,7,4242,small,1528,0
2019-09-14 04:45:06,-37.8344,145.0089,4,5479,small,1286,0
2019-09-11 11:31:06,-33.8233,151.2220,9,10000,medium,1081,1
2019-09-13 06:33:06,-37.8485,144.8423,5,1058,small,1070,0
2019-09-12 06:20:06,-37.9289,145.0351,4,5479,medium,1223,0
2019-09-12 16:18:06,-33.7673,151.1577,4,2257,small,1147,0
2019-09-10 08:41:06,-37.8649,145.0401,7,3677,medium,2342,0
2019-09-14 10:44:06,-33.8987,151.0533,6,2476,small,566,0
2019-09-14 17:36:06,-37.7594,145.0083,1,6153,small,376,0
2019-09-11 10:35:06,-37.8739,144.8615,3,5089,medium,949,0
2019-09-10 10:10:06,-33.7733,151.1933,2,7331,small,99,0
2019-09-14 17:09:06,-37.7538,145.0296,4,5479,small,1196,1
2019-09-15 16:33:06,-37.8849,144.9978,6,8260,small,1252,0
2019-09-14 13:29:06,-37.9537,144.9151,3,5089,medium,1669,1
2019-09-16 09:54:06,-33.7902,150.9967,7,4242,small,1342,0
2019-09-12 16:40:06,-33.7494,151.2048,6,2476,small,438,1
2019-09-13 15:39:06,-33.7657,151.2130,1,1542,small,1034,1
2019-09-10 07:22:06,-17.7992,122.2437,6,7591,small,,0
2019-09-11 12:33:06,-33.9058,151.2736,3,9732,small,832,1
2019-09-10 04:16:06,-34.0337,151.3751,4,2257,medium,1111,0
2019-09-11 18:49:06,-33.6768,151.2122,7,4242,small,640,0
2019-09-16 12:45:06,-37.7212,144.9095,3,5089,medium,521,1
2019-09-14 11:37:06,-33.9223,151.1000,3,9732,medium,627,0
2019-09-10 10:31:06,-33.9273,151.1493,3,9732,small,849,0
2019-09-15 19:14:06,-17.8713,122.3158,3,10000,small,1635,1
2019-09-10 09:58:06,-33.9876,151.2740,5,355,medium,1006,0
2019-09-12 19:15:06,-33.9843,151.0184,6,2476,medium,665,1
2019-09-14 09:40:06,-37.7742,144.9331,6,8260,small,1064,0
2019-09-10 06:51:06,-37.7701,145.0520,4,5479,small,1843,0
2019-09-13 11:59:06,-33.8903,151.1904,4,2257,medium,152,0
2019-09-16 12:17:06,-37.7923,144.8263,5,1058,medium,1592,1
2019-09-16 10:06:06,-37.6728,145.0038,3,5089,small,,0
2019-09-15 08:13:06,-33.8058,151.3029,4,2257,medium,1473,0
2019-09-13 03:42:06,-37.7705,145.0128,4,5479,medium,1373,1
2019-09-10 19:29:06,-37.7540,145.0003,1,6153,medium,1100,0
2019-09-14 12:07:06,-37.6578,144.9063,6,8260,small,475,0
2019-09-14 19:50:06,-34.0019,151.2475,7,4242,small,763,1
2019-09-12 21:45:06,-33.8749,151.1755,5,355,small,953,0
2019-09-16 05:55:06,-33.9551,151.1879,4,2257,medium,1521,0
2019-09-11 19:53:06,-33.8940,151.1351,7,4242,small,1527,0
2019-09-12 13:40:06,-33.9926,151.2675,6,2476,medium,981,0
2019-09-14 09:17:06,-33.8914,151.2283,7,4242,small,450,0
2019-09-14 22:27:06,-33.9098,150.9748,3,9732,small,855,1
2019-09-13 17:59:06,-34.0069,151.2470,7,4242,medium,1953,1
2019-09-15 14:59:06,-37.8401,144.8426,4,5479,medium,608,1
2019-09-13 15:44:06,-34.0591,151.1090,3,9732,medium,971,0
2019-09-11 10:50:06,-34.0672,151.1585,3,9732,medium,1848,1
2019-09-13 20:48:06,-33.8116,151.4259,4,2257,small,1236,1
2019-09-12 16:53:06,-37.8567,144.9653,6,8260,small,744,1
2019-09-10 09:37:06,-37.7244,144.9025,4,5479,medium,1724,0
2019-09-10 16:53:06,-33.8630,151.1687,4,2257,small,1110,0
2019-09-13 13:22:06,-33.9628,151.2353,5,355,medium,1552,0
2019-09-12 20:44:06,-33.9140,151.1612,6,2476,medium,1584,1
2019-09-15 20:58:06,-33.7574,151.1921,5,355,small,784,0
2019-09-15 06:56:06,-37.7780,145.1148,8,8376,small,1643,0
2019-09-11 09:17:06,-37.8309,144.8457,5,1058,small,1405,0
2019-09-11 08:11:06,-37.8585,144.8724,3,5089,medium,351,1
2019-09-14 15:22:06,-17.9847,122.1703,9,5075,medium,944,1
2019-09-10 20:22:06,-33.7835,151.2326,4,2257,medium,296,0
2019-09-12 11:06:06,-33.7867,151.2142,6,2476,medium,1389,0
2019-09-13 11:21:06,-33.8209,151.1801,6,2476,medium,1232,0
2019-09-16 21:09:06,-33.9426,151.1737,9,10000,small,1130,1
2019-09-13 07:08:06,-37.9747,144.9621,4,5479,small,1362,0
2019-09-16 10:14:06,-37.7165,144.9203,8,8376,medium,1478,0
2019-09-13 21:01:06,-33.8403,151.1426,4,2257,medium,1313,1
2019-09-11 16:28:06,-33.8486,151.1810,4,2257,medium,896,0
2019-09-14 16:46:06,-37.9169,144.8944,2,634,medium,868,1
2019-09-12 14:03:06,-33.8169,151.1095,6,2476,small,466,0
2019-09-13 16:46:06,-33.8846,151.1770,3,9732,medium,2037,1
2019-09-15 08:57:06,-37.7923,144.9424,5,1058,medium,1553,0
2019-09-11 08:50:06,-33.7652,151.2760,7,4242,small,-188,0
2019-09-11 16:00:06,-37.7944,144.9092,5,1058,medium,1179,0
2019-09-13 08:24:06,-37.9164,145.1280,3,5089,medium,289,0
2019-09-13 20:53:06,-18.0204,122.2720,2,3001,small,824,0
